DateTime,QR Code,Status,Image Path
2/1/2026 3:44:06 PM,http://www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-01_15-44-06.png
2/1/2026 4:08:25 PM,23014119-020,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-01_16-08-25.png
2/1/2026 4:08:57 PM,24011561-015,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-01_16-08-57.png
2/1/2026 4:16:29 PM,25031578-018,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-01_16-16-29.png
2/1/2026 4:28:54 PM,24011624-002,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-01_16-28-53.png
2/1/2026 4:29:54 PM,http://www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-01_16-29-54.png
2/1/2026 4:30:17 PM,http://www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-01_16-30-17.png
2/1/2026 4:30:32 PM,24011624-048,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-01_16-30-32.png
2/1/2026 4:35:06 PM,http://www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-01_16-35-06.png
2/1/2026 4:35:14 PM,http://www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-01_16-35-14.png
2/1/2026 4:38:29 PM,http://www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-01_16-38-28.png
2/1/2026 5:27:58 PM,24011519-052,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-01_17-27-58.png
2/1/2026 5:35:57 PM,23021519-086,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-01_17-35-57.png
2/1/2026 5:36:33 PM,http://www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-01_17-36-33.png
2/1/2026 5:36:37 PM,http://www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-01_17-36-37.png
2/1/2026 6:05:23 PM,24020920-199,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-01_18-05-23.png
2/1/2026 6:07:10 PM,25011718-001,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-01_18-07-10.png
2/1/2026 7:37:28 PM,23014119-081,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-01_19-37-28.png
2/1/2026 7:37:54 PM,http://www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-01_19-37-54.png
2/1/2026 7:37:57 PM,http://www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-01_19-37-57.png
2/1/2026 7:42:20 PM,http://www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-01_19-42-20.png
2/1/2026 8:09:02 PM,24011624-002,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-01_20-09-02.png
2/1/2026 8:11:21 PM,24011624-078,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-01_20-11-21.png
2/1/2026 8:26:02 PM,24011556-243,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-01_20-26-02.png
2/2/2026 8:18:56 AM,23011556-110,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_08-18-56.png
2/2/2026 8:30:08 AM,23011556-110,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_08-30-07.png
2/2/2026 8:33:13 AM,24011578-008,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_08-33-12.png
2/2/2026 9:27:53 AM,24014119-033,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_09-27-53.png
2/2/2026 10:42:40 AM,http://www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-02_10-42-40.png
2/2/2026 11:38:04 AM,24011553-050,Non-Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\NONBOARDER_2026-02-02_11-38-04.png
2/2/2026 11:38:09 AM,24011553-072,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_11-38-09.png
2/2/2026 11:38:58 AM,24011553-050,Non-Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\NONBOARDER_2026-02-02_11-38-57.png
2/2/2026 2:03:46 PM,23011508-030,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_14-03-46.png
2/2/2026 2:11:37 PM,24011510-099,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_14-11-37.png
2/2/2026 2:12:35 PM,24011510-099,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_14-12-35.png
2/2/2026 2:35:38 PM,24011519-052,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_14-35-38.png
2/2/2026 2:44:22 PM,http://www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-02_14-44-22.png
2/2/2026 4:21:00 PM,24011519-027,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_16-21-00.png
2/2/2026 4:22:13 PM,23011508-030,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_16-22-13.png
2/2/2026 4:35:23 PM,24021710-019,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_16-35-23.png
2/2/2026 4:37:21 PM,24011519-175,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_16-37-21.png
2/2/2026 4:41:55 PM,23021519-174,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_16-41-55.png
2/2/2026 4:43:40 PM,23011515-027,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_16-43-40.png
2/2/2026 4:51:22 PM,24011624-008,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_16-51-22.png
2/2/2026 4:52:01 PM,24011578-008,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_16-52-00.png
2/2/2026 4:52:41 PM,24011624-008,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_16-52-41.png
2/2/2026 5:01:20 PM,24014119-008,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_17-01-20.png
2/2/2026 5:18:11 PM,24014153-010,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_17-18-10.png
2/2/2026 5:19:39 PM,http://www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-02_17-19-39.png
2/2/2026 5:45:12 PM,25014198-189,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_17-45-12.png
2/2/2026 5:46:00 PM,25014198-066,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_17-46-00.png
2/2/2026 5:46:35 PM,25014198-190,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_17-46-35.png
2/2/2026 6:03:04 PM,25010920-012,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_18-03-04.png
2/2/2026 6:27:15 PM,24014119-033,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_18-27-14.png
2/2/2026 6:28:59 PM,24014119-005,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_18-28-59.png
2/2/2026 6:42:49 PM,http://www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-02_18-42-49.png
2/2/2026 6:43:20 PM,http://www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-02_18-43-20.png
2/2/2026 6:55:59 PM,24011624-008,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_18-55-59.png
2/2/2026 6:56:11 PM,24011624-041,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_18-56-11.png
2/2/2026 7:03:45 PM,http://www.uog.edu.pk,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-02_19-03-45.png
2/2/2026 7:05:58 PM,23011556-110,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_19-05-58.png
2/2/2026 7:11:14 PM,23014198-158,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_19-11-14.png
2/2/2026 7:55:30 PM,23014198-010,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_19-55-30.png
2/2/2026 8:00:11 PM,24014198-136,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_20-00-11.png
2/2/2026 8:01:45 PM,23014198-010,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_20-01-44.png
2/2/2026 10:21:41 PM,22011624-085,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_22-21-41.png
2/2/2026 10:22:31 PM,22011624-085,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-02_22-22-31.png
2/3/2026 9:13:07 AM,23013123-001,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-03_09-13-07.png
2/3/2026 12:07:22 PM,24014119-033,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-03_12-07-22.png
2/3/2026 12:08:44 PM,24011598-008,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-03_12-08-44.png
2/3/2026 12:10:17 PM,24011598-064,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-03_12-10-17.png
2/3/2026 12:42:24 PM,23014198-036,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-03_12-42-24.png
2/3/2026 12:43:30 PM,23014198-158,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-03_12-43-30.png
2/3/2026 12:44:33 PM,23014198-131,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-03_12-44-33.png
2/3/2026 12:45:12 PM,23014198-037,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-03_12-45-12.png
2/3/2026 12:45:53 PM,23014198-036,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-03_12-45-53.png
2/3/2026 2:08:07 PM,24011624-002,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-03_14-08-07.png
2/3/2026 2:08:10 PM,24011624-002,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-03_14-08-10.png
2/3/2026 2:25:49 PM,24014119-123,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-03_14-25-49.png
2/3/2026 2:26:25 PM,24014198-072,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-03_14-26-25.png
2/3/2026 2:26:29 PM,24014198-072,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-03_14-26-29.png
2/3/2026 3:51:55 PM,25021598-228,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-03_15-51-55.png
2/3/2026 3:52:50 PM,25021598-116,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-03_15-52-50.png
2/3/2026 4:08:18 PM,'/,Invalid QR Code,C:\Users\admin\Documents\Hostel Entrance System\Captured\INVALID_2026-02-03_16-08-18.png
2/3/2026 4:12:52 PM,25027102-002,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-03_16-12-52.png
2/3/2026 4:43:30 PM,24011710-010,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-03_16-43-30.png
2/3/2026 5:10:44 PM,24011709-030,Boarder,C:\Users\admin\Documents\Hostel Entrance System\Captured\BOARDER_2026-02-03_17-10-44.png
